DriverNumber,Driver,TeamName,Position,Points,Year,GrandPrix,Round,QualPosition,Driver_AvgFinish_Season,Team_AvgPoints_Season,PrevRaceFinish,Form_Last3,AvgFinish_AtGP_PastYears,AvgQual_AtGP_PastYears,norm_Form_Last3,norm_AvgFinishAtGP,norm_AvgQualAtGP,Drivers_Confidence,DriverID,TeamID,GP_ID
81,PIA,McLaren,2,18,2020,Sakhir Grand Prix,16,2,4.647058823529412,13.382352941176471,4.0,2.6666666666666665,,,0.9122807017543859,1.0,1.0,0.9649122807017545,15,5,23
4,NOR,McLaren,3,16,2020,Sakhir Grand Prix,16,1,4.294117647058823,13.382352941176471,1.0,3.0,,,0.8947368421052632,1.0,1.0,0.9578947368421054,12,5,23
55,SAI,Ferrari,4,12,2020,Sakhir Grand Prix,16,5,5.875,11.735294117647058,5.0,5.0,,,0.7894736842105263,1.0,1.0,0.9157894736842105,18,2,23
44,HAM,Mercedes,5,10,2020,Sakhir Grand Prix,16,6,6.411764705882353,8.617647058823529,8.0,4.666666666666667,,,0.8070175438596491,1.0,1.0,0.9228070175438596,7,6,23
1,VER,Red Bull Racing,6,8,2020,Sakhir Grand Prix,16,7,3.7058823529411766,12.323529411764707,2.0,4.0,,,0.8421052631578947,1.0,1.0,0.9368421052631579,22,8,23
63,RUS,Mercedes,7,6,2020,Sakhir Grand Prix,16,3,7.823529411764706,8.617647058823529,7.0,11.333333333333334,,,0.45614035087719307,1.0,1.0,0.7824561403508772,17,6,23
11,PER,Red Bull Racing,8,4,2020,Sakhir Grand Prix,16,8,8.176470588235293,12.323529411764707,6.0,7.0,,,0.6842105263157895,1.0,1.0,0.8736842105263158,14,8,23
23,ALB,Williams,9,2,2020,Sakhir Grand Prix,16,9,13.588235294117647,0.48484848484848486,14.0,11.666666666666666,,,0.4385964912280702,1.0,1.0,0.775438596491228,0,9,23
20,MAG,Haas F1 Team,10,1,2020,Sakhir Grand Prix,16,13,13.75,0.7941176470588235,18.0,14.0,,,0.3157894736842106,1.0,1.0,0.7263157894736842,11,3,23
14,ALO,Aston Martin,11,0,2020,Sakhir Grand Prix,16,11,9.647058823529411,2.411764705882353,10.0,9.666666666666666,,,0.5438596491228072,1.0,1.0,0.8175438596491229,1,1,23
43,COL,Williams,12,0,2020,Sakhir Grand Prix,16,18,10.0,0.48484848484848486,10.0,12.0,,,0.42105263157894735,1.0,1.0,0.7684210526315789,4,9,23
3,RIC,RB,13,0,2020,Sakhir Grand Prix,16,12,13.117647058823529,0.8235294117647058,12.0,11.666666666666666,,,0.4385964912280702,1.0,1.0,0.775438596491228,16,7,23
31,OCO,Alpine,14,0,2020,Sakhir Grand Prix,16,15,13.647058823529411,0.38235294117647056,15.0,12.666666666666666,,,0.38596491228070184,1.0,1.0,0.7543859649122807,13,0,23
10,GAS,Alpine,15,0,2020,Sakhir Grand Prix,16,14,13.823529411764707,0.38235294117647056,9.0,12.333333333333334,,,0.4035087719298245,1.0,1.0,0.7614035087719297,6,0,23
77,BOT,Kick Sauber,16,0,2020,Sakhir Grand Prix,16,19,16.058823529411764,0.0,19.0,16.666666666666668,,,0.17543859649122795,1.0,1.0,0.6701754385964911,3,4,23
27,HUL,Haas F1 Team,17,0,2020,Sakhir Grand Prix,16,10,11.823529411764707,0.7941176470588235,11.0,15.333333333333334,,,0.2456140350877194,1.0,1.0,0.6982456140350877,8,3,23
24,ZHO,Kick Sauber,18,0,2020,Sakhir Grand Prix,16,20,16.11764705882353,0.0,20.0,19.0,,,0.05263157894736836,1.0,1.0,0.6210526315789473,23,4,23
18,STR,Aston Martin,19,0,2020,Sakhir Grand Prix,16,17,12.647058823529411,2.411764705882353,13.0,14.333333333333334,,,0.29824561403508776,1.0,1.0,0.7192982456140351,20,1,23
22,TSU,RB,20,0,2020,Sakhir Grand Prix,16,16,13.470588235294118,0.8235294117647058,17.0,17.666666666666668,,,0.12280701754385959,1.0,1.0,0.6491228070175439,21,7,23
81,PIA,McLaren,1,25,2020,Abu Dhabi Grand Prix,17,2,4.647058823529412,13.382352941176471,2.0,2.3333333333333335,,,0.9298245614035088,1.0,1.0,0.9719298245614036,15,5,1
16,LEC,Ferrari,2,18,2020,Abu Dhabi Grand Prix,17,1,5.0588235294117645,11.735294117647058,1.0,2.0,,,0.9473684210526316,1.0,1.0,0.9789473684210528,10,2,1
63,RUS,Mercedes,3,15,2020,Abu Dhabi Grand Prix,17,5,7.823529411764706,8.617647058823529,7.0,5.666666666666667,,,0.7543859649122807,1.0,1.0,0.9017543859649124,17,6,1
4,NOR,McLaren,4,13,2020,Abu Dhabi Grand Prix,17,16,4.294117647058823,13.382352941176471,3.0,2.6666666666666665,,,0.9122807017543859,1.0,1.0,0.9649122807017545,12,5,1
1,VER,Red Bull Racing,5,10,2020,Abu Dhabi Grand Prix,17,6,3.7058823529411766,12.323529411764707,6.0,4.333333333333333,,,0.8245614035087719,1.0,1.0,0.9298245614035088,22,8,1
14,ALO,Aston Martin,6,8,2020,Abu Dhabi Grand Prix,17,8,9.647058823529411,2.411764705882353,11.0,9.0,,,0.5789473684210527,1.0,1.0,0.831578947368421,1,1,1
23,ALB,Williams,7,6,2020,Abu Dhabi Grand Prix,17,10,13.588235294117647,0.48484848484848486,9.0,10.0,,,0.5263157894736843,1.0,1.0,0.8105263157894738,0,9,1
43,COL,Williams,8,4,2020,Abu Dhabi Grand Prix,17,9,10.0,0.48484848484848486,12.0,10.0,,,0.5263157894736843,1.0,1.0,0.8105263157894738,4,9,1
44,HAM,Mercedes,9,2,2020,Abu Dhabi Grand Prix,17,7,6.411764705882353,8.617647058823529,5.0,7.333333333333333,,,0.6666666666666667,1.0,1.0,0.8666666666666667,7,6,1
50,BEA,Haas F1 Team,10,1,2020,Abu Dhabi Grand Prix,17,11,8.5,0.7941176470588235,7.0,8.5,,,0.605263157894737,1.0,1.0,0.8421052631578947,2,3,1
27,HUL,Haas F1 Team,11,0,2020,Abu Dhabi Grand Prix,17,13,11.823529411764707,0.7941176470588235,17.0,13.0,,,0.368421052631579,1.0,1.0,0.7473684210526316,8,3,1
10,GAS,Alpine,12,0,2020,Abu Dhabi Grand Prix,17,15,13.823529411764707,0.38235294117647056,15.0,12.0,,,0.42105263157894735,1.0,1.0,0.7684210526315789,6,0,1
3,RIC,RB,13,0,2020,Abu Dhabi Grand Prix,17,15,13.117647058823529,0.8235294117647058,13.0,12.666666666666666,,,0.38596491228070184,1.0,1.0,0.7543859649122807,16,7,1
24,ZHO,Kick Sauber,14,0,2020,Abu Dhabi Grand Prix,17,18,16.11764705882353,0.0,18.0,17.333333333333332,,,0.14035087719298267,1.0,1.0,0.656140350877193,23,4,1
31,OCO,Alpine,15,0,2020,Abu Dhabi Grand Prix,17,19,13.647058823529411,0.38235294117647056,14.0,14.666666666666666,,,0.2807017543859649,1.0,1.0,0.712280701754386,13,0,1
77,BOT,Kick Sauber,16,0,2020,Abu Dhabi Grand Prix,17,17,16.058823529411764,0.0,16.0,17.0,,,0.1578947368421053,1.0,1.0,0.6631578947368422,3,4,1
11,PER,Red Bull Racing,17,0,2020,Abu Dhabi Grand Prix,17,4,8.176470588235293,12.323529411764707,8.0,10.333333333333334,,,0.5087719298245614,1.0,1.0,0.8035087719298246,14,8,1
55,SAI,Ferrari,18,0,2020,Abu Dhabi Grand Prix,17,3,5.875,11.735294117647058,4.0,9.0,,,0.5789473684210527,1.0,1.0,0.831578947368421,18,2,1
18,STR,Aston Martin,19,0,2020,Abu Dhabi Grand Prix,17,14,12.647058823529411,2.411764705882353,19.0,17.0,,,0.1578947368421053,1.0,1.0,0.6631578947368422,20,1,1
22,TSU,RB,20,0,2020,Abu Dhabi Grand Prix,17,12,13.470588235294118,0.8235294117647058,20.0,19.0,,,0.05263157894736836,1.0,1.0,0.6210526315789473,21,7,1
1,VER,Red Bull Racing,1,26,2021,Bahrain Grand Prix,1,1,3.789473684210526,11.447368421052632,5.0,4.0,2.0,2.0,0.8421052631578947,0.9,0.9,0.8768421052631579,22,8,5
11,PER,Red Bull Racing,2,18,2021,Bahrain Grand Prix,1,5,9.052631578947368,11.447368421052632,17.0,9.0,6.0,5.0,0.5789473684210527,0.7,0.75,0.666578947368421,14,8,5
55,SAI,Ferrari,3,15,2021,Bahrain Grand Prix,1,4,6.055555555555555,11.894736842105264,18.0,8.333333333333334,5.0,10.0,0.6140350877192982,0.75,0.5,0.6206140350877193,18,2,5
16,LEC,Ferrari,4,12,2021,Bahrain Grand Prix,1,2,5.0,11.894736842105264,2.0,2.3333333333333335,3.0,6.0,0.9298245614035088,0.85,0.7,0.8369298245614035,10,2,5
63,RUS,Mercedes,5,10,2021,Bahrain Grand Prix,1,3,6.473684210526316,8.921052631578947,3.0,5.0,7.0,4.0,0.7894736842105263,0.6499999999999999,0.8,0.7507894736842106,17,6,5
4,NOR,McLaren,6,8,2021,Bahrain Grand Prix,1,7,4.2631578947368425,12.921052631578947,4.0,4.333333333333333,1.0,1.0,0.8245614035087719,0.95,0.95,0.8998245614035087,12,5,5
44,HAM,Mercedes,7,6,2021,Bahrain Grand Prix,1,9,6.684210526315789,8.921052631578947,9.0,7.0,8.0,11.0,0.6842105263157895,0.6,0.44999999999999996,0.5886842105263158,7,6,5
81,PIA,McLaren,8,4,2021,Bahrain Grand Prix,1,8,5.052631578947368,12.921052631578947,1.0,3.6666666666666665,4.0,3.0,0.8596491228070176,0.8,0.85,0.838859649122807,15,5,5
14,ALO,Aston Martin,9,2,2021,Bahrain Grand Prix,1,6,10.263157894736842,2.1578947368421053,6.0,8.666666666666666,10.0,7.0,0.5964912280701755,0.5,0.6499999999999999,0.5835964912280702,1,1,5
18,STR,Aston Martin,10,1,2021,Bahrain Grand Prix,1,12,13.105263157894736,2.1578947368421053,19.0,16.0,13.0,8.0,0.21052631578947367,0.35,0.6,0.36921052631578943,20,1,5
24,ZHO,Kick Sauber,11,0,2021,Bahrain Grand Prix,1,17,15.789473684210526,0.0,14.0,14.333333333333334,20.0,18.0,0.29824561403508776,0.0,0.09999999999999998,0.1492982456140351,23,4,5
20,MAG,Haas F1 Team,12,0,2021,Bahrain Grand Prix,1,15,13.352941176470589,1.0789473684210527,10.0,13.333333333333334,18.0,14.0,0.3508771929824561,0.09999999999999998,0.29999999999999993,0.26035087719298244,11,3,5
3,RIC,RB,13,0,2021,Bahrain Grand Prix,1,14,13.5,0.9736842105263158,13.0,13.0,12.0,15.0,0.368421052631579,0.3999999999999999,0.25,0.3423684210526316,16,7,5
22,TSU,RB,14,0,2021,Bahrain Grand Prix,1,11,12.736842105263158,0.9736842105263158,20.0,18.0,17.0,12.0,0.10526315789473695,0.1499999999999999,0.3999999999999999,0.20710526315789474,21,7,5
23,ALB,Williams,15,0,2021,Bahrain Grand Prix,1,13,14.578947368421053,0.43243243243243246,7.0,10.333333333333334,14.0,10.0,0.5087719298245614,0.29999999999999993,0.5,0.4435087719298245,0,9,5
27,HUL,Haas F1 Team,16,0,2021,Bahrain Grand Prix,1,10,11.473684210526315,1.0789473684210527,11.0,14.666666666666666,11.0,13.0,0.2807017543859649,0.44999999999999996,0.35,0.3522807017543859,8,3,5
31,OCO,Alpine,17,0,2021,Bahrain Grand Prix,1,19,13.578947368421053,1.105263157894737,15.0,15.333333333333334,15.0,16.0,0.2456140350877194,0.25,0.19999999999999996,0.23324561403508776,13,0,5
10,GAS,Alpine,18,0,2021,Bahrain Grand Prix,1,20,13.842105263157896,1.105263157894737,12.0,15.0,9.0,9.0,0.26315789473684204,0.55,0.55,0.4352631578947368,6,0,5
77,BOT,Kick Sauber,19,0,2021,Bahrain Grand Prix,1,16,15.947368421052632,0.0,16.0,17.0,19.0,17.0,0.1578947368421053,0.04999999999999993,0.1499999999999999,0.12315789473684206,3,4,5
2,SAR,Williams,20,0,2021,Bahrain Grand Prix,1,18,16.916666666666668,0.43243243243243246,16.0,17.666666666666668,16.0,20.0,0.12280701754385959,0.19999999999999996,0.0,0.10912280701754382,19,9,5
1,VER,Red Bull Racing,1,25,2021,Emilia Romagna Grand Prix,2,1,3.789473684210526,11.447368421052632,1.0,2.3333333333333335,5.0,3.0,0.9298245614035088,0.75,0.85,0.8519298245614035,22,8,11
11,PER,Red Bull Racing,2,18,2021,Emilia Romagna Grand Prix,2,3,9.052631578947368,11.447368421052632,2.0,7.0,7.0,16.0,0.6842105263157895,0.6499999999999999,0.19999999999999996,0.5286842105263158,14,8,11
16,LEC,Ferrari,3,16,2021,Emilia Romagna Grand Prix,2,2,5.0,11.894736842105264,4.0,3.0,4.0,6.0,0.8947368421052632,0.8,0.7,0.8078947368421052,10,2,11
81,PIA,McLaren,4,12,2021,Emilia Romagna Grand Prix,2,5,5.052631578947368,12.921052631578947,8.0,4.333333333333333,1.0,2.0,0.8245614035087719,0.95,0.9,0.8848245614035088,15,5,11
14,ALO,Aston Martin,5,10,2021,Emilia Romagna Grand Prix,2,4,10.263157894736842,2.1578947368421053,9.0,6.666666666666667,11.0,7.0,0.7017543859649122,0.44999999999999996,0.6499999999999999,0.6107017543859649,1,1,11
63,RUS,Mercedes,6,8,2021,Emilia Romagna Grand Prix,2,7,6.473684210526316,8.921052631578947,5.0,4.666666666666667,8.0,17.0,0.8070175438596491,0.6,0.1499999999999999,0.5478070175438596,17,6,11
38,BEA,Ferrari,7,6,2021,Emilia Romagna Grand Prix,2,11,9.666666666666666,11.894736842105264,10.0,8.0,,,0.631578947368421,1.0,1.0,0.8526315789473684,2,2,11
4,NOR,McLaren,8,4,2021,Emilia Romagna Grand Prix,2,6,4.2631578947368425,12.921052631578947,6.0,6.0,2.0,1.0,0.736842105263158,0.9,0.95,0.8497368421052631,12,5,11
44,HAM,Mercedes,9,2,2021,Emilia Romagna Grand Prix,2,8,6.684210526315789,8.921052631578947,7.0,8.333333333333334,3.0,5.0,0.6140350877192982,0.85,0.75,0.7256140350877193,7,6,11
27,HUL,Haas F1 Team,10,1,2021,Emilia Romagna Grand Prix,2,15,11.473684210526315,1.0789473684210527,16.0,12.333333333333334,13.0,11.0,0.4035087719298245,0.35,0.44999999999999996,0.40140350877192976,8,3,11
23,ALB,Williams,11,0,2021,Emilia Romagna Grand Prix,2,12,14.578947368421053,0.43243243243243246,15.0,11.0,14.0,13.0,0.4736842105263157,0.29999999999999993,0.35,0.38447368421052625,0,9,11
20,MAG,Haas F1 Team,12,0,2021,Emilia Romagna Grand Prix,2,13,13.352941176470589,1.0789473684210527,12.0,11.333333333333334,15.0,15.0,0.45614035087719307,0.25,0.25,0.3324561403508772,11,3,11
31,OCO,Alpine,13,0,2021,Emilia Romagna Grand Prix,2,17,13.578947368421053,1.105263157894737,17.0,15.0,18.0,19.0,0.26315789473684204,0.09999999999999998,0.04999999999999993,0.1502631578947368,13,0,11
2,SAR,Williams,14,0,2021,Emilia Romagna Grand Prix,2,19,16.916666666666668,0.43243243243243246,20.0,16.666666666666668,17.0,14.0,0.17543859649122795,0.1499999999999999,0.29999999999999993,0.20517543859649112,19,9,11
22,TSU,RB,15,0,2021,Emilia Romagna Grand Prix,2,9,12.736842105263158,0.9736842105263158,14.0,16.333333333333332,9.0,10.0,0.19298245614035103,0.55,0.5,0.3921929824561404,21,7,11
3,RIC,RB,16,0,2021,Emilia Romagna Grand Prix,2,14,13.5,0.9736842105263158,13.0,14.0,12.0,9.0,0.3157894736842106,0.3999999999999999,0.55,0.4113157894736842,16,7,11
77,BOT,Kick Sauber,17,0,2021,Emilia Romagna Grand Prix,2,16,15.947368421052632,0.0,19.0,17.333333333333332,16.0,12.0,0.14035087719298267,0.19999999999999996,0.3999999999999999,0.23614035087719304,3,4,11
24,ZHO,Kick Sauber,18,0,2021,Emilia Romagna Grand Prix,2,20,15.789473684210526,0.0,11.0,14.333333333333334,19.0,18.0,0.29824561403508776,0.04999999999999993,0.09999999999999998,0.16429824561403508,23,4,11
18,STR,Aston Martin,19,0,2021,Emilia Romagna Grand Prix,2,10,13.105263157894736,2.1578947368421053,10.0,16.0,10.0,8.0,0.21052631578947367,0.5,0.6,0.4142105263157895,20,1,11
10,GAS,Alpine,20,0,2021,Emilia Romagna Grand Prix,2,18,13.842105263157896,1.105263157894737,18.0,16.666666666666668,20.0,20.0,0.17543859649122795,0.0,0.0,0.07017543859649118,6,0,11
55,SAI,Ferrari,1,25,2021,Portuguese Grand Prix,3,2,6.055555555555555,11.894736842105264,3.0,7.333333333333333,5.0,7.0,0.6666666666666667,0.75,0.6499999999999999,0.6866666666666666,18,2,20
16,LEC,Ferrari,2,19,2021,Portuguese Grand Prix,3,5,5.0,11.894736842105264,3.0,3.0,14.0,11.0,0.8947368421052632,0.29999999999999993,0.44999999999999996,0.5828947368421052,10,2,20
4,NOR,McLaren,3,15,2021,Portuguese Grand Prix,3,4,4.2631578947368425,12.921052631578947,8.0,5.666666666666667,3.0,3.0,0.7543859649122807,0.85,0.85,0.8117543859649123,12,5,20
81,PIA,McLaren,4,12,2021,Portuguese Grand Prix,3,6,5.052631578947368,12.921052631578947,4.0,5.333333333333333,4.0,5.0,0.7719298245614035,0.8,0.75,0.7737719298245614,15,5,20
11,PER,Red Bull Racing,5,10,2021,Portuguese Grand Prix,3,3,9.052631578947368,11.447368421052632,2.0,3.0,17.0,19.0,0.8947368421052632,0.1499999999999999,0.04999999999999993,0.4178947368421052,14,8,20
18,STR,Aston Martin,6,8,2021,Portuguese Grand Prix,3,9,13.105263157894736,2.1578947368421053,19.0,11.666666666666666,7.0,8.0,0.4385964912280702,0.6499999999999999,0.6,0.5504385964912281,20,1,20
22,TSU,RB,7,6,2021,Portuguese Grand Prix,3,8,12.736842105263158,0.9736842105263158,15.0,12.0,10.0,13.0,0.42105263157894735,0.5,0.35,0.4234210526315789,21,7,20
14,ALO,Aston Martin,8,4,2021,Portuguese Grand Prix,3,10,10.263157894736842,2.1578947368421053,5.0,7.333333333333333,8.0,10.0,0.6666666666666667,0.6,0.5,0.5966666666666667,1,1,20
27,HUL,Haas F1 Team,9,2,2021,Portuguese Grand Prix,3,16,11.473684210526315,1.0789473684210527,10.0,11.666666666666666,6.0,6.0,0.4385964912280702,0.7,0.7,0.5954385964912281,8,3,20
20,MAG,Haas F1 Team,10,1,2021,Portuguese Grand Prix,3,14,13.352941176470589,1.0789473684210527,12.0,11.333333333333334,12.0,17.0,0.45614035087719307,0.3999999999999999,0.1499999999999999,0.3474561403508772,11,3,20
23,ALB,Williams,11,0,2021,Portuguese Grand Prix,3,12,14.578947368421053,0.43243243243243246,11.0,12.333333333333334,9.0,9.0,0.4035087719298245,0.55,0.55,0.49140350877192984,0,9,20
3,RIC,RB,12,0,2021,Portuguese Grand Prix,3,18,13.5,0.9736842105263158,16.0,13.666666666666666,13.0,15.0,0.3333333333333335,0.35,0.25,0.3133333333333334,16,7,20
10,GAS,Alpine,13,0,2021,Portuguese Grand Prix,3,17,13.842105263157896,1.105263157894737,20.0,17.0,20.0,20.0,0.1578947368421053,0.0,0.0,0.06315789473684212,6,0,20
77,BOT,Kick Sauber,14,0,2021,Portuguese Grand Prix,3,13,15.947368421052632,0.0,17.0,16.666666666666668,15.0,16.0,0.17543859649122795,0.25,0.19999999999999996,0.20517543859649118,3,4,20
24,ZHO,Kick Sauber,15,0,2021,Portuguese Grand Prix,3,19,15.789473684210526,0.0,18.0,14.666666666666666,18.0,14.0,0.2807017543859649,0.09999999999999998,0.29999999999999993,0.23228070175438592,23,4,20
31,OCO,Alpine,16,0,2021,Portuguese Grand Prix,3,15,13.578947368421053,1.105263157894737,13.0,15.333333333333334,16.0,18.0,0.2456140350877194,0.19999999999999996,0.09999999999999998,0.18824561403508774,13,0,20
63,RUS,Mercedes,17,0,2021,Portuguese Grand Prix,3,7,6.473684210526316,8.921052631578947,6.0,9.333333333333334,19.0,1.0,0.5614035087719298,0.04999999999999993,0.95,0.5245614035087719,17,6,20
44,HAM,Mercedes,18,0,2021,Portuguese Grand Prix,3,11,6.684210526315789,8.921052631578947,9.0,11.333333333333334,1.0,2.0,0.45614035087719307,0.95,0.9,0.7374561403508773,7,6,20
1,VER,Red Bull Racing,19,0,2021,Portuguese Grand Prix,3,1,3.789473684210526,11.447368421052632,1.0,7.0,2.0,4.0,0.6842105263157895,0.9,0.8,0.7836842105263158,22,8,20
1,VER,Red Bull Racing,1,26,2021,Spanish Grand Prix,4,1,3.789473684210526,11.447368421052632,19.0,7.0,2.0,1.0,0.6842105263157895,0.9,0.95,0.8286842105263157,22,8,26
11,PER,Red Bull Racing,2,18,2021,Spanish Grand Prix,4,2,9.052631578947368,11.447368421052632,5.0,3.0,4.0,4.0,0.8947368421052632,0.8,0.8,0.8378947368421052,14,8,26
55,SAI,Ferrari,3,15,2021,Spanish Grand Prix,4,4,6.055555555555555,11.894736842105264,1.0,2.3333333333333335,5.0,3.0,0.9298245614035088,0.75,0.85,0.8519298245614035,18,2,26
16,LEC,Ferrari,4,12,2021,Spanish Grand Prix,4,8,5.0,11.894736842105264,2.0,3.0,3.0,2.0,0.8947368421052632,0.85,0.9,0.8828947368421053,10,2,26
4,NOR,McLaren,5,10,2021,Spanish Grand Prix,4,3,4.2631578947368425,12.921052631578947,3.0,5.333333333333333,1.0,5.0,0.7719298245614035,0.95,0.75,0.8187719298245614,12,5,26
14,ALO,Aston Martin,6,8,2021,Spanish Grand Prix,4,5,10.263157894736842,2.1578947368421053,8.0,6.333333333333333,9.0,15.0,0.7192982456140351,0.55,0.25,0.527719298245614,1,1,26
63,RUS,Mercedes,7,6,2021,Spanish Grand Prix,4,9,6.473684210526316,8.921052631578947,17.0,10.0,8.0,7.0,0.5263157894736843,0.6,0.6499999999999999,0.5855263157894737,17,6,26
81,PIA,McLaren,8,4,2021,Spanish Grand Prix,4,6,5.052631578947368,12.921052631578947,4.0,5.333333333333333,13.0,6.0,0.7719298245614035,0.35,0.7,0.6237719298245614,15,5,26
44,HAM,Mercedes,9,2,2021,Spanish Grand Prix,4,7,6.684210526315789,8.921052631578947,18.0,12.0,6.0,8.0,0.42105263157894735,0.7,0.6,0.5584210526315789,7,6,26
22,TSU,RB,10,1,2021,Spanish Grand Prix,4,10,12.736842105263158,0.9736842105263158,7.0,10.666666666666666,7.0,10.0,0.49122807017543857,0.6499999999999999,0.5,0.5414912280701755,21,7,26
27,HUL,Haas F1 Team,11,0,2021,Spanish Grand Prix,4,12,11.473684210526315,1.0789473684210527,9.0,10.0,11.0,9.0,0.5263157894736843,0.44999999999999996,0.55,0.5105263157894737,8,3,26
18,STR,Aston Martin,12,0,2021,Spanish Grand Prix,4,16,13.105263157894736,2.1578947368421053,6.0,12.333333333333334,17.0,11.0,0.4035087719298245,0.1499999999999999,0.44999999999999996,0.3414035087719297,20,1,26
20,MAG,Haas F1 Team,13,0,2021,Spanish Grand Prix,4,18,13.352941176470589,1.0789473684210527,10.0,11.666666666666666,19.0,19.0,0.4385964912280702,0.04999999999999993,0.04999999999999993,0.20543859649122806,11,3,26
77,BOT,Kick Sauber,14,0,2021,Spanish Grand Prix,4,13,15.947368421052632,0.0,14.0,15.0,16.0,16.0,0.26315789473684204,0.19999999999999996,0.19999999999999996,0.22526315789473678,3,4,26
31,OCO,Alpine,15,0,2021,Spanish Grand Prix,4,15,13.578947368421053,1.105263157894737,16.0,14.666666666666666,10.0,13.0,0.2807017543859649,0.5,0.35,0.36728070175438593,13,0,26
10,GAS,Alpine,16,0,2021,Spanish Grand Prix,4,17,13.842105263157896,1.105263157894737,13.0,16.333333333333332,12.0,12.0,0.19298245614035103,0.3999999999999999,0.3999999999999999,0.31719298245614036,6,0,26
2,SAR,Williams,17,0,2021,Spanish Grand Prix,4,19,16.916666666666668,0.43243243243243246,14.0,17.0,20.0,17.0,0.1578947368421053,0.0,0.1499999999999999,0.10815789473684209,19,9,26
24,ZHO,Kick Sauber,18,0,2021,Spanish Grand Prix,4,20,15.789473684210526,0.0,15.0,17.0,14.0,20.0,0.1578947368421053,0.29999999999999993,0.0,0.1531578947368421,23,4,26
3,RIC,RB,19,0,2021,Spanish Grand Prix,4,11,13.5,0.9736842105263158,12.0,15.666666666666666,15.0,18.0,0.22807017543859653,0.25,0.09999999999999998,0.1962280701754386,16,7,26
23,ALB,Williams,20,0,2021,Spanish Grand Prix,4,14,14.578947368421053,0.43243243243243246,11.0,14.0,18.0,14.0,0.3157894736842106,0.09999999999999998,0.29999999999999993,0.2463157894736842,0,9,26
1,VER,Red Bull Racing,1,25,2021,Monaco Grand Prix,5,1,3.789473684210526,11.447368421052632,1.0,7.0,,,0.6842105263157895,1.0,1.0,0.8736842105263158,22,8,19
4,NOR,McLaren,2,18,2021,Monaco Grand Prix,5,4,4.2631578947368425,12.921052631578947,5.0,3.3333333333333335,,,0.8771929824561404,1.0,1.0,0.9508771929824562,12,5,19
11,PER,Red Bull Racing,3,15,2021,Monaco Grand Prix,5,2,9.052631578947368,11.447368421052632,2.0,3.3333333333333335,,,0.8771929824561404,1.0,1.0,0.9508771929824562,14,8,19
16,LEC,Ferrari,4,12,2021,Monaco Grand Prix,5,6,5.0,11.894736842105264,4.0,3.3333333333333335,,,0.8771929824561404,1.0,1.0,0.9508771929824562,10,2,19
55,SAI,Ferrari,5,10,2021,Monaco Grand Prix,5,7,6.055555555555555,11.894736842105264,3.0,3.0,,,0.8947368421052632,1.0,1.0,0.9578947368421054,18,2,19
63,RUS,Mercedes,6,8,2021,Monaco Grand Prix,5,8,6.473684210526316,8.921052631578947,7.0,10.0,,,0.5263157894736843,1.0,1.0,0.8105263157894738,17,6,19
14,ALO,Aston Martin,7,7,2021,Monaco Grand Prix,5,3,10.263157894736842,2.1578947368421053,6.0,7.0,,,0.6842105263157895,1.0,1.0,0.8736842105263158,1,1,19
81,PIA,McLaren,8,4,2021,Monaco Grand Prix,5,5,5.052631578947368,12.921052631578947,8.0,6.666666666666667,,,0.7017543859649122,1.0,1.0,0.880701754385965,15,5,19
44,HAM,Mercedes,9,2,2021,Monaco Grand Prix,5,18,6.684210526315789,8.921052631578947,9.0,12.0,,,0.42105263157894735,1.0,1.0,0.7684210526315789,7,6,19
27,HUL,Haas F1 Team,10,1,2021,Monaco Grand Prix,5,9,11.473684210526315,1.0789473684210527,11.0,10.0,,,0.5263157894736843,1.0,1.0,0.8105263157894738,8,3,19
31,OCO,Alpine,11,0,2021,Monaco Grand Prix,5,13,13.578947368421053,1.105263157894737,15.0,14.0,,,0.3157894736842106,1.0,1.0,0.7263157894736842,13,0,19
23,ALB,Williams,12,0,2021,Monaco Grand Prix,5,14,14.578947368421053,0.43243243243243246,20.0,14.333333333333334,,,0.29824561403508776,1.0,1.0,0.7192982456140351,0,9,19
10,GAS,Alpine,13,0,2021,Monaco Grand Prix,5,15,13.842105263157896,1.105263157894737,16.0,14.0,,,0.3157894736842106,1.0,1.0,0.7263157894736842,6,0,19
24,ZHO,Kick Sauber,14,0,2021,Monaco Grand Prix,5,16,15.789473684210526,0.0,18.0,15.666666666666666,,,0.22807017543859653,1.0,1.0,0.6912280701754385,23,4,19
18,STR,Aston Martin,15,0,2021,Monaco Grand Prix,5,11,13.105263157894736,2.1578947368421053,12.0,11.0,,,0.4736842105263157,1.0,1.0,0.7894736842105263,20,1,19
20,MAG,Haas F1 Team,16,0,2021,Monaco Grand Prix,5,17,13.352941176470589,1.0789473684210527,13.0,13.0,,,0.368421052631579,1.0,1.0,0.7473684210526316,11,3,19
2,SAR,Williams,17,0,2021,Monaco Grand Prix,5,20,16.916666666666668,0.43243243243243246,17.0,16.0,,,0.21052631578947367,1.0,1.0,0.6842105263157894,19,9,19
3,RIC,RB,18,0,2021,Monaco Grand Prix,5,12,13.5,0.9736842105263158,19.0,16.333333333333332,,,0.19298245614035103,1.0,1.0,0.6771929824561405,16,7,19
