DriverNumber,Abbreviation,TeamName,Position,Points,Year,GrandPrix,Winner,Second,Third,DriverID,TeamID,GP_ID,AvgFinish_Season,TeamAvgPoints_Season,PrevRaceFinish
14,ALO,Aston Martin,8,4.0,2020,Portuguese Grand Prix,0,0,0,1,1,20,9.833333333333334,2.8333333333333335,18.0
23,ALB,Williams,9,2.0,2020,Portuguese Grand Prix,0,0,0,0,9,20,14.583333333333334,0.18181818181818182,15.0
22,TSU,RB,10,1.0,2020,Portuguese Grand Prix,0,0,0,21,7,20,12.25,1.0869565217391304,14.0
2,SAR,Williams,11,0.0,2020,Portuguese Grand Prix,0,0,0,19,9,20,17.272727272727273,0.17391304347826086,19.0
20,MAG,Haas F1 Team,12,0.0,2020,Portuguese Grand Prix,0,0,0,11,3,20,13.583333333333334,1.0416666666666667,8.0
3,RIC,RB,13,0.0,2020,Portuguese Grand Prix,0,0,0,16,7,20,13.583333333333334,1.0416666666666667,9.0
16,LEC,Ferrari,14,0.0,2020,Portuguese Grand Prix,0,0,0,10,2,20,6.083333333333333,11.5,11.0
77,BOT,Kick Sauber,15,0.0,2020,Portuguese Grand Prix,0,0,0,3,4,20,15.916666666666666,0.0,16.0
31,OCO,Alpine,16,0.0,2020,Portuguese Grand Prix,0,0,0,13,0,20,13.416666666666666,0.391304347826087,12.0
11,PER,Red Bull Racing,17,0.0,2020,Portuguese Grand Prix,0,0,0,14,8,20,7.833333333333333,14.0,7.0
24,ZHO,Kick Sauber,18,0.0,2020,Portuguese Grand Prix,0,0,0,23,4,20,15.333333333333334,0.0,17.0
63,RUS,Mercedes,19,0.0,2020,Portuguese Grand Prix,0,0,0,17,6,20,7.333333333333333,8.541666666666666,1.0
10,GAS,Alpine,20,0.0,2020,Portuguese Grand Prix,0,0,0,6,0,20,13.833333333333334,0.375,10.0
81,PIA,McLaren,1,25.0,2020,Emilia Romagna Grand Prix,1,0,0,15,5,11,5.384615384615385,11.96,4.0
4,NOR,McLaren,2,18.0,2020,Emilia Romagna Grand Prix,0,1,0,12,5,11,4.615384615384615,12.192307692307692,3.0
44,HAM,Mercedes,3,15.0,2020,Emilia Romagna Grand Prix,0,0,1,7,6,11,6.615384615384615,8.8,1.0
16,LEC,Ferrari,4,12.0,2020,Emilia Romagna Grand Prix,0,0,0,10,2,11,5.923076923076923,11.52,14.0
1,VER,Red Bull Racing,5,10.0,2020,Emilia Romagna Grand Prix,0,0,0,22,8,11,3.5384615384615383,13.84,2.0
55,SAI,Ferrari,6,8.0,2020,Emilia Romagna Grand Prix,0,0,0,18,2,11,5.083333333333333,11.384615384615385,5.0
11,PER,Red Bull Racing,7,6.0,2020,Emilia Romagna Grand Prix,0,0,0,14,8,11,7.769230769230769,13.538461538461538,17.0
63,RUS,Mercedes,8,5.0,2020,Emilia Romagna Grand Prix,0,0,0,17,6,11,7.384615384615385,8.653846153846153,19.0
22,TSU,RB,9,2.0,2020,Emilia Romagna Grand Prix,0,0,0,21,7,11,12.0,1.08,10.0
18,STR,Aston Martin,10,1.0,2020,Emilia Romagna Grand Prix,0,0,0,20,1,11,11.76923076923077,2.76,7.0
14,ALO,Aston Martin,11,0.0,2020,Emilia Romagna Grand Prix,0,0,0,1,1,11,9.923076923076923,2.6538461538461537,8.0
3,RIC,RB,12,0.0,2020,Emilia Romagna Grand Prix,0,0,0,16,7,11,13.461538461538462,1.0384615384615385,13.0
27,HUL,Haas F1 Team,13,0.0,2020,Emilia Romagna Grand Prix,0,0,0,8,3,11,11.076923076923077,1.0,6.0
23,ALB,Williams,14,0.0,2020,Emilia Romagna Grand Prix,0,0,0,0,9,11,14.538461538461538,0.16666666666666666,9.0
20,MAG,Haas F1 Team,15,0.0,2020,Emilia Romagna Grand Prix,0,0,0,11,3,11,13.692307692307692,0.9615384615384616,12.0
77,BOT,Kick Sauber,16,0.0,2020,Emilia Romagna Grand Prix,0,0,0,3,4,11,15.923076923076923,0.0,15.0
2,SAR,Williams,17,0.0,2020,Emilia Romagna Grand Prix,0,0,0,19,9,11,17.25,0.16,11.0
31,OCO,Alpine,18,0.0,2020,Emilia Romagna Grand Prix,0,0,0,13,0,11,13.76923076923077,0.36,16.0
24,ZHO,Kick Sauber,19,0.0,2020,Emilia Romagna Grand Prix,0,0,0,23,4,11,15.615384615384615,0.0,18.0
10,GAS,Alpine,20,0.0,2020,Emilia Romagna Grand Prix,0,0,0,6,0,11,14.307692307692308,0.34615384615384615,20.0
44,HAM,Mercedes,1,25.0,2020,Turkish Grand Prix,1,0,0,7,6,28,6.214285714285714,9.25925925925926,3.0
81,PIA,McLaren,2,18.0,2020,Turkish Grand Prix,0,1,0,15,5,28,5.142857142857143,12.407407407407407,1.0
16,LEC,Ferrari,3,15.0,2020,Turkish Grand Prix,0,0,1,10,2,28,5.714285714285714,11.518518518518519,4.0
1,VER,Red Bull Racing,4,12.0,2020,Turkish Grand Prix,0,0,0,22,8,28,3.5714285714285716,13.481481481481481,5.0
4,NOR,McLaren,5,10.0,2020,Turkish Grand Prix,0,0,0,12,5,28,4.642857142857143,12.321428571428571,2.0
55,SAI,Ferrari,6,8.0,2020,Turkish Grand Prix,0,0,0,18,2,28,5.153846153846154,11.392857142857142,6.0
11,PER,Red Bull Racing,7,7.0,2020,Turkish Grand Prix,0,0,0,14,8,28,7.714285714285714,13.25,7.0
14,ALO,Aston Martin,8,4.0,2020,Turkish Grand Prix,0,0,0,1,1,28,9.785714285714286,2.7037037037037037,11.0
31,OCO,Alpine,9,2.0,2020,Turkish Grand Prix,0,0,0,13,0,28,13.428571428571429,0.4074074074074074,18.0
3,RIC,RB,10,1.0,2020,Turkish Grand Prix,0,0,0,16,7,28,13.214285714285714,1.037037037037037,12.0
18,STR,Aston Martin,11,0.0,2020,Turkish Grand Prix,0,0,0,20,1,28,11.714285714285714,2.607142857142857,10.0
23,ALB,Williams,12,0.0,2020,Turkish Grand Prix,0,0,0,0,9,28,14.357142857142858,0.15384615384615385,14.0
10,GAS,Alpine,13,0.0,2020,Turkish Grand Prix,0,0,0,6,0,28,14.214285714285714,0.39285714285714285,20.0
20,MAG,Haas F1 Team,14,0.0,2020,Turkish Grand Prix,0,0,0,11,3,28,13.714285714285714,0.9259259259259259,15.0
77,BOT,Kick Sauber,15,0.0,2020,Turkish Grand Prix,0,0,0,3,4,28,15.857142857142858,0.0,16.0
22,TSU,RB,16,0.0,2020,Turkish Grand Prix,0,0,0,21,7,28,12.285714285714286,1.0,9.0
2,SAR,Williams,17,0.0,2020,Turkish Grand Prix,0,0,0,19,9,28,17.23076923076923,0.14814814814814814,17.0
27,HUL,Haas F1 Team,18,0.0,2020,Turkish Grand Prix,0,0,0,8,3,28,11.571428571428571,0.8928571428571429,13.0
24,ZHO,Kick Sauber,19,0.0,2020,Turkish Grand Prix,0,0,0,23,4,28,15.857142857142858,0.0,19.0
63,RUS,Mercedes,20,0.0,2020,Turkish Grand Prix,0,0,0,17,6,28,8.285714285714286,8.928571428571429,8.0
4,NOR,McLaren,1,26.0,2020,Bahrain Grand Prix,1,0,0,12,5,5,4.4,12.793103448275861,5.0
1,VER,Red Bull Racing,2,18.0,2020,Bahrain Grand Prix,0,1,0,22,8,5,3.466666666666667,13.413793103448276,4.0
16,LEC,Ferrari,3,15.0,2020,Bahrain Grand Prix,0,0,1,10,2,5,5.533333333333333,11.517241379310345,3.0
81,PIA,McLaren,4,12.0,2020,Bahrain Grand Prix,0,0,0,15,5,5,5.066666666666666,12.766666666666667,2.0
55,SAI,Ferrari,5,10.0,2020,Bahrain Grand Prix,0,0,0,18,2,5,5.142857142857143,11.466666666666667,6.0
11,PER,Red Bull Racing,6,8.0,2020,Bahrain Grand Prix,0,0,0,14,8,5,7.6,13.233333333333333,7.0
63,RUS,Mercedes,7,6.0,2020,Bahrain Grand Prix,0,0,0,17,6,5,8.2,8.827586206896552,20.0
44,HAM,Mercedes,8,4.0,2020,Bahrain Grand Prix,0,0,0,7,6,5,6.333333333333333,8.666666666666666,1.0
10,GAS,Alpine,9,2.0,2020,Bahrain Grand Prix,0,0,0,6,0,5,13.866666666666667,0.4482758620689655,13.0
14,ALO,Aston Martin,10,1.0,2020,Bahrain Grand Prix,0,0,0,1,1,5,9.8,2.5517241379310347,8.0
27,HUL,Haas F1 Team,11,0.0,2020,Bahrain Grand Prix,0,0,0,8,3,5,11.533333333333333,0.8620689655172413,18.0
3,RIC,RB,12,0.0,2020,Bahrain Grand Prix,0,0,0,16,7,5,13.133333333333333,0.9655172413793104,10.0
18,STR,Aston Martin,13,0.0,2020,Bahrain Grand Prix,0,0,0,20,1,5,11.8,2.466666666666667,11.0
23,ALB,Williams,14,0.0,2020,Bahrain Grand Prix,0,0,0,0,9,5,14.333333333333334,0.14285714285714285,12.0
31,OCO,Alpine,15,0.0,2020,Bahrain Grand Prix,0,0,0,13,0,5,13.533333333333333,0.43333333333333335,9.0
2,SAR,Williams,16,0.0,2020,Bahrain Grand Prix,0,0,0,19,9,5,17.142857142857142,0.13793103448275862,17.0
22,TSU,RB,17,0.0,2020,Bahrain Grand Prix,0,0,0,21,7,5,12.6,0.9333333333333333,16.0
20,MAG,Haas F1 Team,18,0.0,2020,Bahrain Grand Prix,0,0,0,11,3,5,14.0,0.8333333333333334,14.0
77,BOT,Kick Sauber,19,0.0,2020,Bahrain Grand Prix,0,0,0,3,4,5,16.066666666666666,0.0,15.0
24,ZHO,Kick Sauber,20,0.0,2020,Bahrain Grand Prix,0,0,0,23,4,5,16.133333333333333,0.0,19.0
16,LEC,Ferrari,1,25.0,2020,Sakhir Grand Prix,1,0,0,10,2,23,5.25,11.903225806451612,3.0
81,PIA,McLaren,2,18.0,2020,Sakhir Grand Prix,0,1,0,15,5,23,4.875,12.935483870967742,4.0
4,NOR,McLaren,3,16.0,2020,Sakhir Grand Prix,0,0,1,12,5,23,4.3125,13.03125,1.0
55,SAI,Ferrari,4,12.0,2020,Sakhir Grand Prix,0,0,0,18,2,23,5.066666666666666,11.90625,5.0
44,HAM,Mercedes,5,10.0,2020,Sakhir Grand Prix,0,0,0,7,6,23,6.25,8.709677419354838,8.0
1,VER,Red Bull Racing,6,8.0,2020,Sakhir Grand Prix,0,0,0,22,8,23,3.625,13.064516129032258,2.0
63,RUS,Mercedes,7,6.0,2020,Sakhir Grand Prix,0,0,0,17,6,23,8.125,8.625,7.0
11,PER,Red Bull Racing,8,4.0,2020,Sakhir Grand Prix,0,0,0,14,8,23,7.625,12.78125,6.0
23,ALB,Williams,9,2.0,2020,Sakhir Grand Prix,0,0,0,0,9,23,14.0,0.2,14.0
20,MAG,Haas F1 Team,10,1.0,2020,Sakhir Grand Prix,0,0,0,11,3,23,13.75,0.8387096774193549,18.0
14,ALO,Aston Martin,11,0.0,2020,Sakhir Grand Prix,0,0,0,1,1,23,9.875,2.3870967741935485,10.0
43,COL,Williams,12,0.0,2020,Sakhir Grand Prix,0,0,0,4,9,23,12.0,0.1935483870967742,10.0
3,RIC,RB,13,0.0,2020,Sakhir Grand Prix,0,0,0,16,7,23,13.125,0.9032258064516129,12.0
31,OCO,Alpine,14,0.0,2020,Sakhir Grand Prix,0,0,0,13,0,23,13.5625,0.41935483870967744,15.0
10,GAS,Alpine,15,0.0,2020,Sakhir Grand Prix,0,0,0,6,0,23,13.9375,0.40625,9.0
77,BOT,Kick Sauber,16,0.0,2020,Sakhir Grand Prix,0,0,0,3,4,23,16.0625,0.0,19.0
27,HUL,Haas F1 Team,17,0.0,2020,Sakhir Grand Prix,0,0,0,8,3,23,11.875,0.8125,11.0
24,ZHO,Kick Sauber,18,0.0,2020,Sakhir Grand Prix,0,0,0,23,4,23,16.25,0.0,20.0
18,STR,Aston Martin,19,0.0,2020,Sakhir Grand Prix,0,0,0,20,1,23,12.25,2.3125,13.0
22,TSU,RB,20,0.0,2020,Sakhir Grand Prix,0,0,0,21,7,23,13.0625,0.875,17.0
81,PIA,McLaren,1,25.0,2020,Abu Dhabi Grand Prix,1,0,0,15,5,1,4.647058823529412,13.393939393939394,2.0
16,LEC,Ferrari,2,18.0,2020,Abu Dhabi Grand Prix,0,1,0,10,2,1,5.0588235294117645,12.090909090909092,1.0
63,RUS,Mercedes,3,15.0,2020,Abu Dhabi Grand Prix,0,0,1,17,6,1,7.823529411764706,8.818181818181818,7.0
4,NOR,McLaren,4,13.0,2020,Abu Dhabi Grand Prix,0,0,0,12,5,1,4.294117647058823,13.382352941176471,3.0
1,VER,Red Bull Racing,5,10.0,2020,Abu Dhabi Grand Prix,0,0,0,22,8,1,3.7058823529411766,12.696969696969697,6.0
14,ALO,Aston Martin,6,8.0,2020,Abu Dhabi Grand Prix,0,0,0,1,1,1,9.647058823529411,2.484848484848485,11.0
23,ALB,Williams,7,6.0,2020,Abu Dhabi Grand Prix,0,0,0,0,9,1,13.588235294117647,0.375,9.0
43,COL,Williams,8,4.0,2020,Abu Dhabi Grand Prix,0,0,0,4,9,1,10.0,0.48484848484848486,12.0
44,HAM,Mercedes,9,2.0,2020,Abu Dhabi Grand Prix,0,0,0,7,6,1,6.411764705882353,8.617647058823529,5.0
50,BEA,Haas F1 Team,10,1.0,2020,Abu Dhabi Grand Prix,0,0,0,2,3,1,8.5,0.8181818181818182,7.0
27,HUL,Haas F1 Team,11,0.0,2020,Abu Dhabi Grand Prix,0,0,0,8,3,1,11.823529411764707,0.7941176470588235,17.0
10,GAS,Alpine,12,0.0,2020,Abu Dhabi Grand Prix,0,0,0,6,0,1,13.823529411764707,0.3939393939393939,15.0
3,RIC,RB,13,0.0,2020,Abu Dhabi Grand Prix,0,0,0,16,7,1,13.117647058823529,0.8484848484848485,13.0
24,ZHO,Kick Sauber,14,0.0,2020,Abu Dhabi Grand Prix,0,0,0,23,4,1,16.11764705882353,0.0,18.0
31,OCO,Alpine,15,0.0,2020,Abu Dhabi Grand Prix,0,0,0,13,0,1,13.647058823529411,0.38235294117647056,14.0
77,BOT,Kick Sauber,16,0.0,2020,Abu Dhabi Grand Prix,0,0,0,3,4,1,16.058823529411764,0.0,16.0
11,PER,Red Bull Racing,17,0.0,2020,Abu Dhabi Grand Prix,0,0,0,14,8,1,8.176470588235293,12.323529411764707,8.0
55,SAI,Ferrari,18,0.0,2020,Abu Dhabi Grand Prix,0,0,0,18,2,1,5.875,11.735294117647058,4.0
18,STR,Aston Martin,19,0.0,2020,Abu Dhabi Grand Prix,0,0,0,20,1,1,12.647058823529411,2.411764705882353,19.0
22,TSU,RB,20,0.0,2020,Abu Dhabi Grand Prix,0,0,0,21,7,1,13.470588235294118,0.8235294117647058,20.0
1,VER,Red Bull Racing,1,26.0,2021,Bahrain Grand Prix,1,0,0,22,8,5,1.0,26.0,5.0
11,PER,Red Bull Racing,2,18.0,2021,Bahrain Grand Prix,0,1,0,14,8,5,2.0,22.0,17.0
55,SAI,Ferrari,3,15.0,2021,Bahrain Grand Prix,0,0,1,18,2,5,3.0,15.0,18.0
16,LEC,Ferrari,4,12.0,2021,Bahrain Grand Prix,0,0,0,10,2,5,4.0,13.5,2.0
63,RUS,Mercedes,5,10.0,2021,Bahrain Grand Prix,0,0,0,17,6,5,5.0,10.0,3.0
4,NOR,McLaren,6,8.0,2021,Bahrain Grand Prix,0,0,0,12,5,5,6.0,8.0,4.0
44,HAM,Mercedes,7,6.0,2021,Bahrain Grand Prix,0,0,0,7,6,5,7.0,8.0,9.0
81,PIA,McLaren,8,4.0,2021,Bahrain Grand Prix,0,0,0,15,5,5,8.0,6.0,1.0
14,ALO,Aston Martin,9,2.0,2021,Bahrain Grand Prix,0,0,0,1,1,5,9.0,2.0,6.0
18,STR,Aston Martin,10,1.0,2021,Bahrain Grand Prix,0,0,0,20,1,5,10.0,1.5,19.0
24,ZHO,Kick Sauber,11,0.0,2021,Bahrain Grand Prix,0,0,0,23,4,5,11.0,0.0,14.0
20,MAG,Haas F1 Team,12,0.0,2021,Bahrain Grand Prix,0,0,0,11,3,5,12.0,0.0,10.0
3,RIC,RB,13,0.0,2021,Bahrain Grand Prix,0,0,0,16,7,5,13.0,0.0,13.0
22,TSU,RB,14,0.0,2021,Bahrain Grand Prix,0,0,0,21,7,5,14.0,0.0,20.0
23,ALB,Williams,15,0.0,2021,Bahrain Grand Prix,0,0,0,0,9,5,15.0,0.0,7.0
27,HUL,Haas F1 Team,16,0.0,2021,Bahrain Grand Prix,0,0,0,8,3,5,16.0,0.0,11.0
31,OCO,Alpine,17,0.0,2021,Bahrain Grand Prix,0,0,0,13,0,5,17.0,0.0,15.0
10,GAS,Alpine,18,0.0,2021,Bahrain Grand Prix,0,0,0,6,0,5,18.0,0.0,12.0
77,BOT,Kick Sauber,19,0.0,2021,Bahrain Grand Prix,0,0,0,3,4,5,19.0,0.0,16.0
2,SAR,Williams,20,0.0,2021,Bahrain Grand Prix,0,0,0,19,9,5,20.0,0.0,16.0
1,VER,Red Bull Racing,1,25.0,2021,Emilia Romagna Grand Prix,1,0,0,22,8,11,1.0,23.0,1.0
11,PER,Red Bull Racing,2,18.0,2021,Emilia Romagna Grand Prix,0,1,0,14,8,11,2.0,21.75,2.0
16,LEC,Ferrari,3,16.0,2021,Emilia Romagna Grand Prix,0,0,1,10,2,11,3.5,14.333333333333334,4.0
81,PIA,McLaren,4,12.0,2021,Emilia Romagna Grand Prix,0,0,0,15,5,11,6.0,8.0,8.0
14,ALO,Aston Martin,5,10.0,2021,Emilia Romagna Grand Prix,0,0,0,1,1,11,7.0,4.333333333333333,9.0
63,RUS,Mercedes,6,8.0,2021,Emilia Romagna Grand Prix,0,0,0,17,6,11,5.5,8.0,5.0
38,BEA,Ferrari,7,6.0,2021,Emilia Romagna Grand Prix,0,0,0,2,2,11,7.0,12.25,10.0
4,NOR,McLaren,8,4.0,2021,Emilia Romagna Grand Prix,0,0,0,12,5,11,7.0,7.0,6.0
44,HAM,Mercedes,9,2.0,2021,Emilia Romagna Grand Prix,0,0,0,7,6,11,8.0,6.5,7.0
27,HUL,Haas F1 Team,10,1.0,2021,Emilia Romagna Grand Prix,0,0,0,8,3,11,13.0,0.3333333333333333,16.0
23,ALB,Williams,11,0.0,2021,Emilia Romagna Grand Prix,0,0,0,0,9,11,13.0,0.0,15.0
20,MAG,Haas F1 Team,12,0.0,2021,Emilia Romagna Grand Prix,0,0,0,11,3,11,12.0,0.25,12.0
31,OCO,Alpine,13,0.0,2021,Emilia Romagna Grand Prix,0,0,0,13,0,11,15.0,0.0,17.0
2,SAR,Williams,14,0.0,2021,Emilia Romagna Grand Prix,0,0,0,19,9,11,17.0,0.0,20.0
22,TSU,RB,15,0.0,2021,Emilia Romagna Grand Prix,0,0,0,21,7,11,14.5,0.0,14.0
3,RIC,RB,16,0.0,2021,Emilia Romagna Grand Prix,0,0,0,16,7,11,14.5,0.0,13.0
77,BOT,Kick Sauber,17,0.0,2021,Emilia Romagna Grand Prix,0,0,0,3,4,11,18.0,0.0,19.0
24,ZHO,Kick Sauber,18,0.0,2021,Emilia Romagna Grand Prix,0,0,0,23,4,11,14.5,0.0,11.0
18,STR,Aston Martin,19,0.0,2021,Emilia Romagna Grand Prix,0,0,0,20,1,11,14.5,3.25,10.0
10,GAS,Alpine,20,0.0,2021,Emilia Romagna Grand Prix,0,0,0,6,0,11,19.0,0.0,18.0
55,SAI,Ferrari,1,25.0,2021,Portuguese Grand Prix,1,0,0,18,2,20,2.0,14.8,3.0
16,LEC,Ferrari,2,19.0,2021,Portuguese Grand Prix,0,1,0,10,2,20,3.0,15.5,3.0
4,NOR,McLaren,3,15.0,2021,Portuguese Grand Prix,0,0,1,12,5,20,5.666666666666667,8.6,8.0
81,PIA,McLaren,4,12.0,2021,Portuguese Grand Prix,0,0,0,15,5,20,5.333333333333333,9.166666666666666,4.0
11,PER,Red Bull Racing,5,10.0,2021,Portuguese Grand Prix,0,0,0,14,8,20,3.0,19.4,2.0
18,STR,Aston Martin,6,8.0,2021,Portuguese Grand Prix,0,0,0,20,1,20,11.666666666666666,4.2,19.0
22,TSU,RB,7,6.0,2021,Portuguese Grand Prix,0,0,0,21,7,20,12.0,1.2,15.0
14,ALO,Aston Martin,8,4.0,2021,Portuguese Grand Prix,0,0,0,1,1,20,7.333333333333333,4.166666666666667,5.0
27,HUL,Haas F1 Team,9,2.0,2021,Portuguese Grand Prix,0,0,0,8,3,20,11.666666666666666,0.6,10.0
20,MAG,Haas F1 Team,10,1.0,2021,Portuguese Grand Prix,0,0,0,11,3,20,11.333333333333334,0.6666666666666666,12.0
23,ALB,Williams,11,0.0,2021,Portuguese Grand Prix,0,0,0,0,9,20,12.333333333333334,0.0,11.0
3,RIC,RB,12,0.0,2021,Portuguese Grand Prix,0,0,0,16,7,20,13.666666666666666,1.0,16.0
10,GAS,Alpine,13,0.0,2021,Portuguese Grand Prix,0,0,0,6,0,20,17.0,0.0,20.0
77,BOT,Kick Sauber,14,0.0,2021,Portuguese Grand Prix,0,0,0,3,4,20,16.666666666666668,0.0,17.0
24,ZHO,Kick Sauber,15,0.0,2021,Portuguese Grand Prix,0,0,0,23,4,20,14.666666666666666,0.0,18.0
31,OCO,Alpine,16,0.0,2021,Portuguese Grand Prix,0,0,0,13,0,20,15.333333333333334,0.0,13.0
63,RUS,Mercedes,17,0.0,2021,Portuguese Grand Prix,0,0,0,17,6,20,9.333333333333334,5.2,6.0
44,HAM,Mercedes,18,0.0,2021,Portuguese Grand Prix,0,0,0,7,6,20,11.333333333333334,4.333333333333333,9.0
1,VER,Red Bull Racing,19,0.0,2021,Portuguese Grand Prix,0,0,0,22,8,20,7.0,16.166666666666668,1.0
1,VER,Red Bull Racing,1,26.0,2021,Spanish Grand Prix,1,0,0,22,8,26,5.5,17.571428571428573,19.0
11,PER,Red Bull Racing,2,18.0,2021,Spanish Grand Prix,0,1,0,14,8,26,2.75,17.625,5.0
55,SAI,Ferrari,3,15.0,2021,Spanish Grand Prix,0,0,1,18,2,26,2.3333333333333335,15.428571428571429,1.0
16,LEC,Ferrari,4,12.0,2021,Spanish Grand Prix,0,0,0,10,2,26,3.25,15.0,2.0
4,NOR,McLaren,5,10.0,2021,Spanish Grand Prix,0,0,0,12,5,26,5.5,9.285714285714286,3.0
14,ALO,Aston Martin,6,8.0,2021,Spanish Grand Prix,0,0,0,1,1,26,7.0,4.714285714285714,8.0
63,RUS,Mercedes,7,6.0,2021,Spanish Grand Prix,0,0,0,17,6,26,8.75,4.571428571428571,17.0
81,PIA,McLaren,8,4.0,2021,Spanish Grand Prix,0,0,0,15,5,26,6.0,8.625,4.0
44,HAM,Mercedes,9,2.0,2021,Spanish Grand Prix,0,0,0,7,6,26,10.75,4.25,18.0
22,TSU,RB,10,1.0,2021,Spanish Grand Prix,0,0,0,21,7,26,11.5,1.0,7.0
27,HUL,Haas F1 Team,11,0.0,2021,Spanish Grand Prix,0,0,0,8,3,26,11.5,0.5714285714285714,9.0
18,STR,Aston Martin,12,0.0,2021,Spanish Grand Prix,0,0,0,20,1,26,11.75,4.125,6.0
20,MAG,Haas F1 Team,13,0.0,2021,Spanish Grand Prix,0,0,0,11,3,26,11.75,0.5,10.0
77,BOT,Kick Sauber,14,0.0,2021,Spanish Grand Prix,0,0,0,3,4,26,16.0,0.0,14.0
31,OCO,Alpine,15,0.0,2021,Spanish Grand Prix,0,0,0,13,0,26,15.25,0.0,16.0
10,GAS,Alpine,16,0.0,2021,Spanish Grand Prix,0,0,0,6,0,26,16.75,0.0,13.0
2,SAR,Williams,17,0.0,2021,Spanish Grand Prix,0,0,0,19,9,26,17.0,0.0,14.0
24,ZHO,Kick Sauber,18,0.0,2021,Spanish Grand Prix,0,0,0,23,4,26,15.5,0.0,15.0
3,RIC,RB,19,0.0,2021,Spanish Grand Prix,0,0,0,16,7,26,15.0,0.875,12.0
23,ALB,Williams,20,0.0,2021,Spanish Grand Prix,0,0,0,0,9,26,14.25,0.0,11.0
1,VER,Red Bull Racing,1,25.0,2021,Monaco Grand Prix,1,0,0,22,8,19,4.6,18.444444444444443,1.0
4,NOR,McLaren,2,18.0,2021,Monaco Grand Prix,0,1,0,12,5,19,4.8,9.666666666666666,5.0
11,PER,Red Bull Racing,3,15.0,2021,Monaco Grand Prix,0,0,1,14,8,19,2.8,18.1,2.0
16,LEC,Ferrari,4,12.0,2021,Monaco Grand Prix,0,0,0,10,2,19,3.4,14.666666666666666,4.0
55,SAI,Ferrari,5,10.0,2021,Monaco Grand Prix,0,0,0,18,2,19,3.0,14.2,3.0
63,RUS,Mercedes,6,8.0,2021,Monaco Grand Prix,0,0,0,17,6,19,8.2,4.666666666666667,7.0
14,ALO,Aston Martin,7,7.0,2021,Monaco Grand Prix,0,0,0,1,1,19,7.0,4.444444444444445,6.0
81,PIA,McLaren,8,4.0,2021,Monaco Grand Prix,0,0,0,15,5,19,6.4,9.1,8.0
44,HAM,Mercedes,9,2.0,2021,Monaco Grand Prix,0,0,0,7,6,19,10.4,4.4,9.0
27,HUL,Haas F1 Team,10,1.0,2021,Monaco Grand Prix,0,0,0,8,3,19,11.2,0.5555555555555556,11.0
31,OCO,Alpine,11,0.0,2021,Monaco Grand Prix,0,0,0,13,0,19,14.4,0.0,15.0
23,ALB,Williams,12,0.0,2021,Monaco Grand Prix,0,0,0,0,9,19,13.8,0.0,20.0
10,GAS,Alpine,13,0.0,2021,Monaco Grand Prix,0,0,0,6,0,19,16.0,0.0,16.0
24,ZHO,Kick Sauber,14,0.0,2021,Monaco Grand Prix,0,0,0,23,4,19,15.2,0.0,18.0
18,STR,Aston Martin,15,0.0,2021,Monaco Grand Prix,0,0,0,20,1,19,12.4,4.0,12.0
20,MAG,Haas F1 Team,16,0.0,2021,Monaco Grand Prix,0,0,0,11,3,19,12.6,0.5,13.0
2,SAR,Williams,17,0.0,2021,Monaco Grand Prix,0,0,0,19,9,19,17.0,0.0,17.0
3,RIC,RB,18,0.0,2021,Monaco Grand Prix,0,0,0,16,7,19,15.6,0.7777777777777778,19.0
22,TSU,RB,19,0.0,2021,Monaco Grand Prix,0,0,0,21,7,19,13.0,0.7,10.0
77,BOT,Kick Sauber,20,0.0,2021,Monaco Grand Prix,0,0,0,3,4,19,16.8,0.0,14.0
4,NOR,McLaren,1,25.0,2021,Azerbaijan Grand Prix,1,0,0,12,5,4,4.166666666666667,10.545454545454545,2.0
1,VER,Red Bull Racing,2,18.0,2021,Azerbaijan Grand Prix,0,1,0,22,8,4,4.166666666666667,18.09090909090909,1.0
16,LEC,Ferrari,3,15.0,2021,Azerbaijan Grand Prix,0,0,1,10,2,4,3.3333333333333335,14.272727272727273,4.0
11,PER,Red Bull Racing,4,12.0,2021,Azerbaijan Grand Prix,0,0,0,14,8,4,3.0,17.583333333333332,3.0
55,SAI,Ferrari,5,10.0,2021,Azerbaijan Grand Prix,0,0,0,18,2,4,3.4,13.916666666666666,5.0
44,HAM,Mercedes,6,8.0,2021,Azerbaijan Grand Prix,0,0,0,7,6,4,9.666666666666666,4.7272727272727275,9.0
22,TSU,RB,7,6.0,2021,Azerbaijan Grand Prix,0,0,0,21,7,4,12.0,1.1818181818181819,19.0
63,RUS,Mercedes,8,4.0,2021,Azerbaijan Grand Prix,0,0,0,17,6,4,8.166666666666666,4.666666666666667,6.0
14,ALO,Aston Martin,9,2.0,2021,Azerbaijan Grand Prix,0,0,0,1,1,4,7.333333333333333,3.8181818181818183,7.0
31,OCO,Alpine,10,1.0,2021,Azerbaijan Grand Prix,0,0,0,13,0,4,13.666666666666666,0.09090909090909091,11.0
27,HUL,Haas F1 Team,11,0.0,2021,Azerbaijan Grand Prix,0,0,0,8,3,4,11.166666666666666,0.45454545454545453,10.0
10,GAS,Alpine,12,0.0,2021,Azerbaijan Grand Prix,0,0,0,6,0,4,15.333333333333334,0.08333333333333333,13.0
