DriverNumber,Abbreviation,TeamName,Position,Points,Year,GrandPrix,Winner,Second,Third,DriverID,TeamID,GP_ID,AvgFinish_Season,TeamAvgPoints_Season,PrevRaceFinish
22,TSU,RB,20,0.0,2021,Qatar Grand Prix,0,0,0,21,7,21,13.294117647058824,0.7941176470588235,12.0
1,VER,Red Bull Racing,1,26.0,2021,Saudi Arabian Grand Prix,1,0,0,22,8,24,3.7222222222222223,12.114285714285714,6.0
31,OCO,Alpine,2,18.0,2021,Saudi Arabian Grand Prix,0,1,0,13,0,24,13.38888888888889,0.7714285714285715,13.0
10,GAS,Alpine,3,15.0,2021,Saudi Arabian Grand Prix,0,0,1,6,0,24,13.5,1.1666666666666667,10.0
63,RUS,Mercedes,4,12.0,2021,Saudi Arabian Grand Prix,0,0,0,17,6,24,6.777777777777778,8.428571428571429,5.0
16,LEC,Ferrari,5,10.0,2021,Saudi Arabian Grand Prix,0,0,0,10,2,24,5.055555555555555,12.142857142857142,3.0
4,NOR,McLaren,6,8.0,2021,Saudi Arabian Grand Prix,0,0,0,12,5,24,4.166666666666667,13.485714285714286,2.0
22,TSU,RB,7,6.0,2021,Saudi Arabian Grand Prix,0,0,0,21,7,24,12.944444444444445,0.9428571428571428,20.0
81,PIA,McLaren,8,4.0,2021,Saudi Arabian Grand Prix,0,0,0,15,5,24,4.944444444444445,13.222222222222221,8.0
30,LAW,RB,9,2.0,2021,Saudi Arabian Grand Prix,0,0,0,9,7,24,12.5,0.9722222222222222,16.0
44,HAM,Mercedes,10,1.0,2021,Saudi Arabian Grand Prix,0,0,0,7,6,24,6.944444444444445,8.222222222222221,4.0
11,PER,Red Bull Racing,11,0.0,2021,Saudi Arabian Grand Prix,0,0,0,14,8,24,9.0,11.777777777777779,17.0
50,BEA,Haas F1 Team,12,0.0,2021,Saudi Arabian Grand Prix,0,0,0,2,3,24,9.666666666666666,1.0571428571428572,10.0
77,BOT,Kick Sauber,13,0.0,2021,Saudi Arabian Grand Prix,0,0,0,3,4,24,15.833333333333334,0.0,14.0
14,ALO,Aston Martin,14,0.0,2021,Saudi Arabian Grand Prix,0,0,0,1,1,24,10.222222222222221,2.342857142857143,18.0
24,ZHO,Kick Sauber,15,0.0,2021,Saudi Arabian Grand Prix,0,0,0,23,4,24,15.944444444444445,0.0,15.0
55,SAI,Ferrari,16,0.0,2021,Saudi Arabian Grand Prix,0,0,0,18,2,24,6.235294117647059,11.805555555555555,1.0
43,COL,Williams,17,0.0,2021,Saudi Arabian Grand Prix,0,0,0,4,9,24,12.0,0.47058823529411764,12.0
23,ALB,Williams,18,0.0,2021,Saudi Arabian Grand Prix,0,0,0,0,9,24,14.333333333333334,0.45714285714285713,19.0
18,STR,Aston Martin,19,0.0,2021,Saudi Arabian Grand Prix,0,0,0,20,1,24,13.0,2.2777777777777777,11.0
27,HUL,Haas F1 Team,20,0.0,2021,Saudi Arabian Grand Prix,0,0,0,8,3,24,11.666666666666666,1.0277777777777777,9.0
63,RUS,Mercedes,1,25.0,2021,Abu Dhabi Grand Prix,1,0,0,17,6,1,6.473684210526316,8.675675675675675,4.0
44,HAM,Mercedes,2,18.0,2021,Abu Dhabi Grand Prix,0,1,0,7,6,1,6.684210526315789,8.921052631578947,10.0
55,SAI,Ferrari,3,15.0,2021,Abu Dhabi Grand Prix,0,0,1,18,2,1,6.055555555555555,11.891891891891891,16.0
16,LEC,Ferrari,4,12.0,2021,Abu Dhabi Grand Prix,0,0,0,10,2,1,5.0,11.894736842105264,5.0
1,VER,Red Bull Racing,5,10.0,2021,Abu Dhabi Grand Prix,0,0,0,22,8,1,3.789473684210526,11.72972972972973,1.0
4,NOR,McLaren,6,9.0,2021,Abu Dhabi Grand Prix,0,0,0,12,5,1,4.2631578947368425,13.108108108108109,6.0
81,PIA,McLaren,7,6.0,2021,Abu Dhabi Grand Prix,0,0,0,15,5,1,5.052631578947368,12.921052631578947,8.0
27,HUL,Haas F1 Team,8,4.0,2021,Abu Dhabi Grand Prix,0,0,0,8,3,1,11.473684210526315,1.1081081081081081,20.0
22,TSU,RB,9,2.0,2021,Abu Dhabi Grand Prix,0,0,0,21,7,1,12.736842105263158,1.0,7.0
11,PER,Red Bull Racing,10,1.0,2021,Abu Dhabi Grand Prix,0,0,0,14,8,1,9.052631578947368,11.447368421052632,11.0
14,ALO,Aston Martin,11,0.0,2021,Abu Dhabi Grand Prix,0,0,0,1,1,1,10.263157894736842,2.2162162162162162,14.0
20,MAG,Haas F1 Team,12,0.0,2021,Abu Dhabi Grand Prix,0,0,0,11,3,1,13.352941176470589,1.0789473684210527,7.0
24,ZHO,Kick Sauber,13,0.0,2021,Abu Dhabi Grand Prix,0,0,0,23,4,1,15.789473684210526,0.0,15.0
43,COL,Williams,14,0.0,2021,Abu Dhabi Grand Prix,0,0,0,4,9,1,12.333333333333334,0.4444444444444444,17.0
18,STR,Aston Martin,15,0.0,2021,Abu Dhabi Grand Prix,0,0,0,20,1,1,13.105263157894736,2.1578947368421053,19.0
30,LAW,RB,16,0.0,2021,Abu Dhabi Grand Prix,0,0,0,9,7,1,13.666666666666666,0.9736842105263158,9.0
31,OCO,Alpine,17,0.0,2021,Abu Dhabi Grand Prix,0,0,0,13,0,1,13.578947368421053,1.135135135135135,2.0
77,BOT,Kick Sauber,18,0.0,2021,Abu Dhabi Grand Prix,0,0,0,3,4,1,15.947368421052632,0.0,13.0
23,ALB,Williams,19,0.0,2021,Abu Dhabi Grand Prix,0,0,0,0,9,1,14.578947368421053,0.43243243243243246,18.0
10,GAS,Alpine,20,0.0,2021,Abu Dhabi Grand Prix,0,0,0,6,0,1,13.842105263157896,1.105263157894737,3.0
1,VER,Red Bull Racing,1,26.0,2022,Bahrain Grand Prix,1,0,0,22,8,5,1.0,26.0,5.0
11,PER,Red Bull Racing,2,18.0,2022,Bahrain Grand Prix,0,1,0,14,8,5,2.0,22.0,10.0
55,SAI,Ferrari,3,15.0,2022,Bahrain Grand Prix,0,0,1,18,2,5,3.0,15.0,3.0
16,LEC,Ferrari,4,12.0,2022,Bahrain Grand Prix,0,0,0,10,2,5,4.0,13.5,4.0
63,RUS,Mercedes,5,10.0,2022,Bahrain Grand Prix,0,0,0,17,6,5,5.0,10.0,1.0
4,NOR,McLaren,6,8.0,2022,Bahrain Grand Prix,0,0,0,12,5,5,6.0,8.0,6.0
44,HAM,Mercedes,7,6.0,2022,Bahrain Grand Prix,0,0,0,7,6,5,7.0,8.0,2.0
81,PIA,McLaren,8,4.0,2022,Bahrain Grand Prix,0,0,0,15,5,5,8.0,6.0,7.0
14,ALO,Aston Martin,9,2.0,2022,Bahrain Grand Prix,0,0,0,1,1,5,9.0,2.0,11.0
18,STR,Aston Martin,10,1.0,2022,Bahrain Grand Prix,0,0,0,20,1,5,10.0,1.5,15.0
24,ZHO,Kick Sauber,11,0.0,2022,Bahrain Grand Prix,0,0,0,23,4,5,11.0,0.0,13.0
20,MAG,Haas F1 Team,12,0.0,2022,Bahrain Grand Prix,0,0,0,11,3,5,12.0,0.0,12.0
3,RIC,RB,13,0.0,2022,Bahrain Grand Prix,0,0,0,16,7,5,13.0,0.0,18.0
22,TSU,RB,14,0.0,2022,Bahrain Grand Prix,0,0,0,21,7,5,14.0,0.0,9.0
23,ALB,Williams,15,0.0,2022,Bahrain Grand Prix,0,0,0,0,9,5,15.0,0.0,19.0
27,HUL,Haas F1 Team,16,0.0,2022,Bahrain Grand Prix,0,0,0,8,3,5,16.0,0.0,8.0
31,OCO,Alpine,17,0.0,2022,Bahrain Grand Prix,0,0,0,13,0,5,17.0,0.0,17.0
10,GAS,Alpine,18,0.0,2022,Bahrain Grand Prix,0,0,0,6,0,5,18.0,0.0,20.0
77,BOT,Kick Sauber,19,0.0,2022,Bahrain Grand Prix,0,0,0,3,4,5,19.0,0.0,18.0
2,SAR,Williams,20,0.0,2022,Bahrain Grand Prix,0,0,0,19,9,5,20.0,0.0,16.0
1,VER,Red Bull Racing,1,25.0,2022,Saudi Arabian Grand Prix,1,0,0,22,8,24,1.0,23.0,1.0
11,PER,Red Bull Racing,2,18.0,2022,Saudi Arabian Grand Prix,0,1,0,14,8,24,2.0,21.75,2.0
16,LEC,Ferrari,3,16.0,2022,Saudi Arabian Grand Prix,0,0,1,10,2,24,3.5,14.333333333333334,4.0
81,PIA,McLaren,4,12.0,2022,Saudi Arabian Grand Prix,0,0,0,15,5,24,6.0,8.0,8.0
14,ALO,Aston Martin,5,10.0,2022,Saudi Arabian Grand Prix,0,0,0,1,1,24,7.0,4.333333333333333,9.0
63,RUS,Mercedes,6,8.0,2022,Saudi Arabian Grand Prix,0,0,0,17,6,24,5.5,8.0,5.0
38,BEA,Ferrari,7,6.0,2022,Saudi Arabian Grand Prix,0,0,0,2,2,24,7.0,12.25,12.0
4,NOR,McLaren,8,4.0,2022,Saudi Arabian Grand Prix,0,0,0,12,5,24,7.0,7.0,6.0
44,HAM,Mercedes,9,2.0,2022,Saudi Arabian Grand Prix,0,0,0,7,6,24,8.0,6.5,7.0
27,HUL,Haas F1 Team,10,1.0,2022,Saudi Arabian Grand Prix,0,0,0,8,3,24,13.0,0.3333333333333333,16.0
23,ALB,Williams,11,0.0,2022,Saudi Arabian Grand Prix,0,0,0,0,9,24,13.0,0.0,15.0
20,MAG,Haas F1 Team,12,0.0,2022,Saudi Arabian Grand Prix,0,0,0,11,3,24,12.0,0.25,12.0
31,OCO,Alpine,13,0.0,2022,Saudi Arabian Grand Prix,0,0,0,13,0,24,15.0,0.0,17.0
2,SAR,Williams,14,0.0,2022,Saudi Arabian Grand Prix,0,0,0,19,9,24,17.0,0.0,20.0
22,TSU,RB,15,0.0,2022,Saudi Arabian Grand Prix,0,0,0,21,7,24,14.5,0.0,14.0
3,RIC,RB,16,0.0,2022,Saudi Arabian Grand Prix,0,0,0,16,7,24,14.5,0.0,13.0
77,BOT,Kick Sauber,17,0.0,2022,Saudi Arabian Grand Prix,0,0,0,3,4,24,18.0,0.0,19.0
24,ZHO,Kick Sauber,18,0.0,2022,Saudi Arabian Grand Prix,0,0,0,23,4,24,14.5,0.0,11.0
18,STR,Aston Martin,19,0.0,2022,Saudi Arabian Grand Prix,0,0,0,20,1,24,14.5,3.25,10.0
10,GAS,Alpine,20,0.0,2022,Saudi Arabian Grand Prix,0,0,0,6,0,24,19.0,0.0,18.0
55,SAI,Ferrari,1,25.0,2022,Australian Grand Prix,1,0,0,18,2,2,2.0,14.8,3.0
16,LEC,Ferrari,2,19.0,2022,Australian Grand Prix,0,1,0,10,2,2,3.0,15.5,3.0
4,NOR,McLaren,3,15.0,2022,Australian Grand Prix,0,0,1,12,5,2,5.666666666666667,8.6,8.0
81,PIA,McLaren,4,12.0,2022,Australian Grand Prix,0,0,0,15,5,2,5.333333333333333,9.166666666666666,4.0
11,PER,Red Bull Racing,5,10.0,2022,Australian Grand Prix,0,0,0,14,8,2,3.0,19.4,2.0
18,STR,Aston Martin,6,8.0,2022,Australian Grand Prix,0,0,0,20,1,2,11.666666666666666,4.2,19.0
22,TSU,RB,7,6.0,2022,Australian Grand Prix,0,0,0,21,7,2,12.0,1.2,15.0
14,ALO,Aston Martin,8,4.0,2022,Australian Grand Prix,0,0,0,1,1,2,7.333333333333333,4.166666666666667,5.0
27,HUL,Haas F1 Team,9,2.0,2022,Australian Grand Prix,0,0,0,8,3,2,11.666666666666666,0.6,10.0
20,MAG,Haas F1 Team,10,1.0,2022,Australian Grand Prix,0,0,0,11,3,2,11.333333333333334,0.6666666666666666,12.0
23,ALB,Williams,11,0.0,2022,Australian Grand Prix,0,0,0,0,9,2,12.333333333333334,0.0,11.0
3,RIC,RB,12,0.0,2022,Australian Grand Prix,0,0,0,16,7,2,13.666666666666666,1.0,16.0
10,GAS,Alpine,13,0.0,2022,Australian Grand Prix,0,0,0,6,0,2,17.0,0.0,20.0
77,BOT,Kick Sauber,14,0.0,2022,Australian Grand Prix,0,0,0,3,4,2,16.666666666666668,0.0,17.0
24,ZHO,Kick Sauber,15,0.0,2022,Australian Grand Prix,0,0,0,23,4,2,14.666666666666666,0.0,18.0
31,OCO,Alpine,16,0.0,2022,Australian Grand Prix,0,0,0,13,0,2,15.333333333333334,0.0,13.0
63,RUS,Mercedes,17,0.0,2022,Australian Grand Prix,0,0,0,17,6,2,9.333333333333334,5.2,6.0
44,HAM,Mercedes,18,0.0,2022,Australian Grand Prix,0,0,0,7,6,2,11.333333333333334,4.333333333333333,9.0
1,VER,Red Bull Racing,19,0.0,2022,Australian Grand Prix,0,0,0,22,8,2,7.0,16.166666666666668,1.0
1,VER,Red Bull Racing,1,25.0,2022,Miami Grand Prix,1,0,0,22,8,18,5.5,17.428571428571427,19.0
4,NOR,McLaren,2,18.0,2022,Miami Grand Prix,0,1,0,12,5,18,4.75,10.428571428571429,3.0
11,PER,Red Bull Racing,3,15.0,2022,Miami Grand Prix,0,0,1,14,8,18,3.0,17.125,5.0
16,LEC,Ferrari,4,12.0,2022,Miami Grand Prix,0,0,0,10,2,18,3.25,15.0,2.0
55,SAI,Ferrari,5,10.0,2022,Miami Grand Prix,0,0,0,18,2,18,3.0,14.375,1.0
63,RUS,Mercedes,6,8.0,2022,Miami Grand Prix,0,0,0,17,6,18,8.5,4.857142857142857,17.0
14,ALO,Aston Martin,7,7.0,2022,Miami Grand Prix,0,0,0,1,1,18,7.25,4.571428571428571,8.0
81,PIA,McLaren,8,4.0,2022,Miami Grand Prix,0,0,0,15,5,18,6.0,9.625,4.0
44,HAM,Mercedes,9,2.0,2022,Miami Grand Prix,0,0,0,7,6,18,10.75,4.5,18.0
27,HUL,Haas F1 Team,10,1.0,2022,Miami Grand Prix,0,0,0,8,3,18,11.25,0.7142857142857143,9.0
31,OCO,Alpine,11,0.0,2022,Miami Grand Prix,0,0,0,13,0,18,14.25,0.0,16.0
23,ALB,Williams,12,0.0,2022,Miami Grand Prix,0,0,0,0,9,18,12.25,0.0,11.0
10,GAS,Alpine,13,0.0,2022,Miami Grand Prix,0,0,0,6,0,18,16.0,0.0,13.0
24,ZHO,Kick Sauber,14,0.0,2022,Miami Grand Prix,0,0,0,23,4,18,14.5,0.0,15.0
18,STR,Aston Martin,15,0.0,2022,Miami Grand Prix,0,0,0,20,1,18,12.5,4.0,6.0
20,MAG,Haas F1 Team,16,0.0,2022,Miami Grand Prix,0,0,0,11,3,18,12.5,0.625,10.0
2,SAR,Williams,17,0.0,2022,Miami Grand Prix,0,0,0,19,9,18,17.0,0.0,14.0
3,RIC,RB,18,0.0,2022,Miami Grand Prix,0,0,0,16,7,18,14.75,0.8571428571428571,12.0
22,TSU,RB,19,0.0,2022,Miami Grand Prix,0,0,0,21,7,18,13.75,0.75,7.0
77,BOT,Kick Sauber,20,0.0,2022,Miami Grand Prix,0,0,0,3,4,18,17.5,0.0,14.0
4,NOR,McLaren,1,25.0,2022,Spanish Grand Prix,1,0,0,12,5,26,4.0,11.333333333333334,2.0
1,VER,Red Bull Racing,2,18.0,2022,Spanish Grand Prix,0,1,0,22,8,26,4.8,17.22222222222222,1.0
16,LEC,Ferrari,3,15.0,2022,Spanish Grand Prix,0,0,1,10,2,26,3.2,14.444444444444445,4.0
11,PER,Red Bull Racing,4,12.0,2022,Spanish Grand Prix,0,0,0,14,8,26,3.2,16.7,3.0
55,SAI,Ferrari,5,10.0,2022,Spanish Grand Prix,0,0,0,18,2,26,3.5,14.0,5.0
44,HAM,Mercedes,6,8.0,2022,Spanish Grand Prix,0,0,0,7,6,26,9.8,4.888888888888889,9.0
22,TSU,RB,7,6.0,2022,Spanish Grand Prix,0,0,0,21,7,26,12.4,1.3333333333333333,19.0
63,RUS,Mercedes,8,4.0,2022,Spanish Grand Prix,0,0,0,17,6,26,8.4,4.8,6.0
14,ALO,Aston Martin,9,2.0,2022,Spanish Grand Prix,0,0,0,1,1,26,7.6,3.7777777777777777,7.0
31,OCO,Alpine,10,1.0,2022,Spanish Grand Prix,0,0,0,13,0,26,13.4,0.1111111111111111,11.0
27,HUL,Haas F1 Team,11,0.0,2022,Spanish Grand Prix,0,0,0,8,3,26,11.2,0.5555555555555556,10.0
10,GAS,Alpine,12,0.0,2022,Spanish Grand Prix,0,0,0,6,0,26,15.2,0.1,13.0
81,PIA,McLaren,13,0.0,2022,Spanish Grand Prix,0,0,0,15,5,26,7.4,10.2,8.0
24,ZHO,Kick Sauber,14,0.0,2022,Spanish Grand Prix,0,0,0,23,4,26,14.4,0.0,14.0
3,RIC,RB,15,0.0,2022,Spanish Grand Prix,0,0,0,16,7,26,14.8,1.2,18.0
77,BOT,Kick Sauber,16,0.0,2022,Spanish Grand Prix,0,0,0,3,4,26,17.2,0.0,20.0
18,STR,Aston Martin,17,0.0,2022,Spanish Grand Prix,0,0,0,20,1,26,13.4,3.4,15.0
23,ALB,Williams,18,0.0,2022,Spanish Grand Prix,0,0,0,0,9,26,13.4,0.0,12.0
20,MAG,Haas F1 Team,19,0.0,2022,Spanish Grand Prix,0,0,0,11,3,26,13.8,0.5,16.0
2,SAR,Williams,20,0.0,2022,Spanish Grand Prix,0,0,0,19,9,26,17.75,0.0,17.0
1,VER,Red Bull Racing,1,25.0,2022,Monaco Grand Prix,1,0,0,22,8,19,4.166666666666667,17.454545454545453,2.0
4,NOR,McLaren,2,18.0,2022,Monaco Grand Prix,0,1,0,12,5,19,3.6666666666666665,10.909090909090908,1.0
16,LEC,Ferrari,3,15.0,2022,Monaco Grand Prix,0,0,1,10,2,19,3.1666666666666665,14.090909090909092,3.0
81,PIA,McLaren,4,12.0,2022,Monaco Grand Prix,0,0,0,15,5,19,6.833333333333333,11.0,13.0
55,SAI,Ferrari,5,10.0,2022,Monaco Grand Prix,0,0,0,18,2,19,3.8,13.75,5.0
44,HAM,Mercedes,6,8.0,2022,Monaco Grand Prix,0,0,0,7,6,19,9.166666666666666,5.090909090909091,6.0
63,RUS,Mercedes,7,7.0,2022,Monaco Grand Prix,0,0,0,17,6,19,8.166666666666666,5.25,8.0
11,PER,Red Bull Racing,8,4.0,2022,Monaco Grand Prix,0,0,0,14,8,19,4.0,16.333333333333332,4.0
18,STR,Aston Martin,9,2.0,2022,Monaco Grand Prix,0,0,0,20,1,19,12.666666666666666,3.272727272727273,17.0
22,TSU,RB,10,1.0,2022,Monaco Grand Prix,0,0,0,21,7,19,12.0,1.1818181818181819,7.0
27,HUL,Haas F1 Team,11,0.0,2022,Monaco Grand Prix,0,0,0,8,3,19,11.166666666666666,0.45454545454545453,11.0
20,MAG,Haas F1 Team,12,0.0,2022,Monaco Grand Prix,0,0,0,11,3,19,13.5,0.4166666666666667,19.0
3,RIC,RB,13,0.0,2022,Monaco Grand Prix,0,0,0,16,7,19,14.5,1.0833333333333333,15.0
31,OCO,Alpine,14,0.0,2022,Monaco Grand Prix,0,0,0,13,0,19,13.5,0.09090909090909091,10.0
24,ZHO,Kick Sauber,15,0.0,2022,Monaco Grand Prix,0,0,0,23,4,19,14.5,0.0,14.0
10,GAS,Alpine,16,0.0,2022,Monaco Grand Prix,0,0,0,6,0,19,15.333333333333334,0.08333333333333333,12.0
2,SAR,Williams,17,0.0,2022,Monaco Grand Prix,0,0,0,19,9,19,17.6,0.0,20.0
77,BOT,Kick Sauber,18,0.0,2022,Monaco Grand Prix,0,0,0,3,4,19,17.333333333333332,0.0,16.0
14,ALO,Aston Martin,19,0.0,2022,Monaco Grand Prix,0,0,0,1,1,19,9.5,3.0,9.0
23,ALB,Williams,20,0.0,2022,Monaco Grand Prix,0,0,0,0,9,19,14.5,0.0,18.0
16,LEC,Ferrari,1,25.0,2022,Azerbaijan Grand Prix,1,0,0,10,2,4,2.857142857142857,14.615384615384615,3.0
81,PIA,McLaren,2,18.0,2022,Azerbaijan Grand Prix,0,1,0,15,5,4,6.142857142857143,11.538461538461538,4.0
55,SAI,Ferrari,3,15.0,2022,Azerbaijan Grand Prix,0,0,1,18,2,4,3.6666666666666665,14.642857142857142,5.0
4,NOR,McLaren,4,12.0,2022,Azerbaijan Grand Prix,0,0,0,12,5,4,3.7142857142857144,11.571428571428571,2.0
63,RUS,Mercedes,5,10.0,2022,Azerbaijan Grand Prix,0,0,0,17,6,4,7.714285714285714,5.615384615384615,7.0
1,VER,Red Bull Racing,6,8.0,2022,Azerbaijan Grand Prix,0,0,0,22,8,4,4.428571428571429,15.692307692307692,1.0
44,HAM,Mercedes,7,7.0,2022,Azerbaijan Grand Prix,0,0,0,7,6,4,8.857142857142858,5.714285714285714,6.0
22,TSU,RB,8,4.0,2022,Azerbaijan Grand Prix,0,0,0,21,7,4,11.428571428571429,1.3076923076923077,10.0
23,ALB,Williams,9,2.0,2022,Azerbaijan Grand Prix,0,0,0,0,9,4,13.714285714285714,0.16666666666666666,20.0
10,GAS,Alpine,10,1.0,2022,Azerbaijan Grand Prix,0,0,0,6,0,4,14.571428571428571,0.15384615384615385,16.0
14,ALO,Aston Martin,11,0.0,2022,Azerbaijan Grand Prix,0,0,0,1,1,4,9.714285714285714,2.769230769230769,19.0
3,RIC,RB,12,0.0,2022,Azerbaijan Grand Prix,0,0,0,16,7,4,14.142857142857142,1.2142857142857142,13.0
77,BOT,Kick Sauber,13,0.0,2022,Azerbaijan Grand Prix,0,0,0,3,4,4,16.714285714285715,0.0,18.0
18,STR,Aston Martin,14,0.0,2022,Azerbaijan Grand Prix,0,0,0,20,1,4,12.857142857142858,2.5714285714285716,9.0
2,SAR,Williams,15,0.0,2022,Azerbaijan Grand Prix,0,0,0,19,9,4,17.166666666666668,0.15384615384615385,17.0
24,ZHO,Kick Sauber,16,0.0,2022,Azerbaijan Grand Prix,0,0,0,23,4,4,14.714285714285714,0.0,15.0
31,OCO,Alpine,17,0.0,2022,Azerbaijan Grand Prix,0,0,0,13,0,4,14.0,0.14285714285714285,14.0
11,PER,Red Bull Racing,18,0.0,2022,Azerbaijan Grand Prix,0,0,0,14,8,4,6.0,14.571428571428571,8.0
27,HUL,Haas F1 Team,19,0.0,2022,Azerbaijan Grand Prix,0,0,0,8,3,4,12.285714285714286,0.38461538461538464,11.0
20,MAG,Haas F1 Team,20,0.0,2022,Azerbaijan Grand Prix,0,0,0,11,3,4,14.428571428571429,0.35714285714285715,12.0
1,VER,Red Bull Racing,1,25.0,2022,Canadian Grand Prix,1,0,0,22,8,8,4.0,15.266666666666667,6.0
4,NOR,McLaren,2,18.0,2022,Canadian Grand Prix,0,1,0,12,5,8,3.5,12.0,4.0
63,RUS,Mercedes,3,15.0,2022,Canadian Grand Prix,0,0,1,17,6,8,7.125,6.333333333333333,5.0
44,HAM,Mercedes,4,13.0,2022,Canadian Grand Prix,0,0,0,7,6,8,8.25,6.75,7.0
81,PIA,McLaren,5,10.0,2022,Canadian Grand Prix,0,0,0,15,5,8,6.0,11.875,2.0
14,ALO,Aston Martin,6,8.0,2022,Canadian Grand Prix,0,0,0,1,1,8,9.25,2.933333333333333,11.0
18,STR,Aston Martin,7,6.0,2022,Canadian Grand Prix,0,0,0,20,1,8,12.125,3.125,14.0
3,RIC,RB,8,4.0,2022,Canadian Grand Prix,0,0,0,16,7,8,13.375,1.4,12.0
10,GAS,Alpine,9,2.0,2022,Canadian Grand Prix,0,0,0,6,0,8,13.875,0.26666666666666666,10.0
31,OCO,Alpine,10,1.0,2022,Canadian Grand Prix,0,0,0,13,0,8,13.5,0.3125,17.0
27,HUL,Haas F1 Team,11,0.0,2022,Canadian Grand Prix,0,0,0,8,3,8,12.125,0.3333333333333333,19.0
20,MAG,Haas F1 Team,12,0.0,2022,Canadian Grand Prix,0,0,0,11,3,8,14.125,0.3125,20.0
77,BOT,Kick Sauber,13,0.0,2022,Canadian Grand Prix,0,0,0,3,4,8,16.25,0.0,13.0
22,TSU,RB,14,0.0,2022,Canadian Grand Prix,0,0,0,21,7,8,11.75,1.3125,8.0
24,ZHO,Kick Sauber,15,0.0,2022,Canadian Grand Prix,0,0,0,23,4,8,14.75,0.0,16.0
55,SAI,Ferrari,16,0.0,2022,Canadian Grand Prix,0,0,0,18,2,8,5.428571428571429,13.666666666666666,3.0
23,ALB,Williams,17,0.0,2022,Canadian Grand Prix,0,0,0,0,9,8,14.125,0.14285714285714285,9.0
11,PER,Red Bull Racing,18,0.0,2022,Canadian Grand Prix,0,0,0,14,8,8,7.5,14.3125,18.0
16,LEC,Ferrari,19,0.0,2022,Canadian Grand Prix,0,0,0,10,2,8,4.875,12.8125,1.0
2,SAR,Williams,20,0.0,2022,Canadian Grand Prix,0,0,0,19,9,8,17.571428571428573,0.13333333333333333,15.0
1,VER,Red Bull Racing,1,25.0,2022,British Grand Prix,1,0,0,22,8,7,3.6666666666666665,14.941176470588236,1.0
4,NOR,McLaren,2,19.0,2022,British Grand Prix,0,1,0,12,5,7,3.3333333333333335,12.294117647058824,2.0
44,HAM,Mercedes,3,15.0,2022,British Grand Prix,0,0,1,7,6,7,7.666666666666667,7.235294117647059,4.0
63,RUS,Mercedes,4,12.0,2022,British Grand Prix,0,0,0,17,6,7,6.777777777777778,7.5,3.0
16,LEC,Ferrari,5,10.0,2022,British Grand Prix,0,0,0,10,2,7,4.888888888888889,12.647058823529411,19.0
55,SAI,Ferrari,6,8.0,2022,British Grand Prix,0,0,0,18,2,7,5.5,12.38888888888889,16.0
81,PIA,McLaren,7,6.0,2022,British Grand Prix,0,0,0,15,5,7,6.111111111111111,11.944444444444445,5.0
11,PER,Red Bull Racing,8,4.0,2022,British Grand Prix,0,0,0,14,8,7,7.555555555555555,14.333333333333334,18.0
10,GAS,Alpine,9,2.0,2022,British Grand Prix,0,0,0,6,0,7,13.333333333333334,0.4117647058823529,9.0
31,OCO,Alpine,10,1.0,2022,British Grand Prix,0,0,0,13,0,7,13.11111111111111,0.4444444444444444,10.0
27,HUL,Haas F1 Team,11,0.0,2022,British Grand Prix,0,0,0,8,3,7,12.0,0.29411764705882354,11.0
14,ALO,Aston Martin,12,0.0,2022,British Grand Prix,0,0,0,1,1,7,9.555555555555555,2.9411764705882355,6.0
24,ZHO,Kick Sauber,13,0.0,2022,British Grand Prix,0,0,0,23,4,7,14.555555555555555,0.0,15.0
18,STR,Aston Martin,14,0.0,2022,British Grand Prix,0,0,0,20,1,7,12.333333333333334,2.7777777777777777,7.0
3,RIC,RB,15,0.0,2022,British Grand Prix,0,0,0,16,7,7,13.555555555555555,1.2352941176470589,8.0
77,BOT,Kick Sauber,16,0.0,2022,British Grand Prix,0,0,0,3,4,7,16.22222222222222,0.0,13.0
20,MAG,Haas F1 Team,17,0.0,2022,British Grand Prix,0,0,0,11,3,7,14.444444444444445,0.2777777777777778,12.0
23,ALB,Williams,18,0.0,2022,British Grand Prix,0,0,0,0,9,7,14.555555555555555,0.125,17.0
22,TSU,RB,19,0.0,2022,British Grand Prix,0,0,0,21,7,7,12.555555555555555,1.1666666666666667,14.0
2,SAR,Williams,20,0.0,2022,British Grand Prix,0,0,0,19,9,7,17.875,0.11764705882352941,20.0
44,HAM,Mercedes,1,25.0,2022,French Grand Prix,1,0,0,7,6,12,7.0,8.421052631578947,3.0
1,VER,Red Bull Racing,2,18.0,2022,French Grand Prix,0,1,0,22,8,12,3.5,14.526315789473685,1.0
4,NOR,McLaren,3,15.0,2022,French Grand Prix,0,0,1,12,5,12,3.3,12.105263157894736,2.0
81,PIA,McLaren,4,12.0,2022,French Grand Prix,0,0,0,15,5,12,5.9,12.1,7.0
55,SAI,Ferrari,5,11.0,2022,French Grand Prix,0,0,0,18,2,12,5.444444444444445,12.31578947368421,6.0
27,HUL,Haas F1 Team,6,8.0,2022,French Grand Prix,0,0,0,8,3,12,11.4,0.6842105263157895,11.0
18,STR,Aston Martin,7,6.0,2022,French Grand Prix,0,0,0,20,1,12,11.8,2.9473684210526314,14.0
